ID;Full Name;CODED CARD;Name;Expansion;Color;Card Type;DB Card Type 2;Rarity;Req Colorless;Req Black;Req Blue;Req Green;Req Red;Req White;Num Pics;Mod Direct Fire;Mod Land Destructor;Mod Draw Cards;Mod Discard;Mod Gain Life;Mod Damage Prevention;Mod Recycler;Mod Counter Spell;Mod Control;Mod Combat Manipulator;Mod Enchantments;Mod Artifacts;Mod Creature;Mod Creature Generator;Mod Damage Opponent;Mod Library Manipulation;Mod Dummy 1;Mod Dummy 2;Mod Dummy 3;Mod Dummy 4;AI Inc Power;AI Inc Toughness;AI Power;AI Toughness;AI Base Value;Dependent Arifact;Dependent Creature;Dependent Wall;Sleighted Color;VS Black;VS Blue;VS Green;VS Red;VS White;For Black;For Blue;For Green;For Red;For White;Count as Black;Count as Blue;Count as Green;Count as Red;Count as White;VS Black Land;VS Blue Land;VS Green Land;VS Red Land;VS White Land;For Black Land;For Blue Land;For Green Land;For Red Land;For White Land;Count as Black Land;Count as Blue Land;Count as Green Land;Count as Red Land;Count as White Land;AI Flying;AI Banding;AI Trample;AI First Strike;AI Wall;AI Landhome;Exp Rarity;Power;Toughness;Num of DB Abilities;DBA1;DBA2;DBA3;DBA4;DBA5;DBA6;DBA7;DBA8;Mana Source Colors;Inflatable;Hack Color;Hack Mode;Enchant Type OWN;Enchant Type OPP;Subtype;Subtype 2;Type Text;Rules Text;Flavor Text;Damage Text;Effect Title Text;Effect Text;Legacy Title Text;Legacy Text
1047;Goblin Chariot;1;Goblin Chariot;40h;7;7;0;1;2;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;86;211;Creature — Goblin;Haste;The hardest part of his training is learning not to eat the boar.;;;;;
1048;Goblin Glider;1;Goblin Glider;40h;7;7;0;4;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0h;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;86;211;Creature — Goblin;Flying\nGoblin Glider can't block.;“What's got two arms, one wing, and no brains?”\n—Ghitu riddle;;;;;
1049;Goblin Raider;1;Goblin Raider;40h;7;7;0;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;211;Creature — Goblin;Goblin Raider can't block.;He's smart for a goblin. He can do two things: hit and run.;;;;;
1050;Grave Pact;1;Grave Pact;40h;1;2;0;2;1;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;Whenever a creature you control is put into a graveyard from play, each other player sacrifices a creature.;“The bonds of loyalty can tie one to the grave.”\n—Crovax, ascendant evincar;;;;;
1051;Gravedigger;0;Gravedigger;40h;1;7;0;1;3;1;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;211;Creature — Zombie;When Gravedigger comes into play, you may return target creature card from your graveyard to your hand.;A full coffin is like a full coffer—both are attractive to thieves.;;;;;
1052;Guerrilla Tactics;0;Guerrilla Tactics;40h;7;3;4;1;1;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Guerrilla Tactics deals 2 damage to target creature or player.\nWhen a spell or ability an opponent controls causes you to discard Guerrilla Tactics from your hand, Guerrilla Tactics deals 4 damage to target creature or player.;;;;;;
1053;Hammer of Bogardan;0;Hammer;40h;7;6;4;2;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Hammer of Bogardan deals 3 damage to target creature or player.\n|2|R|R|R: Return Hammer of Bogardan from your graveyard to your hand. Play this ability only during your upkeep.;;;;;Hammer Legacy;|2|R|R|R: Return Hammer of Bogardan from your graveyard to your hand. Play this ability only during your upkeep.
1054;Hibernation;1;Hibernation;40h;2;3;11;4;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Return all |Sgreen permanents to their owners' hands.;The deep sleep of winter is not always restful.;;;;;
1055;Honor Guard;1;Honor Guard;40h;8;7;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;90;211;Creature — Soldier;|W: Honor Guard gets +0/+1 until end of turn.;"""It is not a choice I make, to have this guard. It is the choice of my people, and my duty to them.""\n—Oracle en-Vec";;PowerUp Effect;Honor Guard gets +0/+|n until end of turn.;;
1056;Horned Troll;1;Horned Troll;40h;5;7;0;1;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;187;211;Creature — Troll;|G: Regenerate Horned Troll.;Sword hilts jut from some trolls’ bodies where wounds healed so fast that the weapons were trapped inside.;;;;;
1057;Horned Turtle;1;Horned Turtle;40h;2;7;0;1;2;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;211;Creature — Turtle;;It doesn’t like having visitors... unless it’s having them for lunch.;;;;;
1058;Hulking Cyclops;1;Hulking Cyclops;40h;7;7;0;4;3;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;211;Creature — Giant;Hulking Cyclops can’t block.;Anyone can get around a cyclops, but few can stand in its way.;;;;;
1059;Hunted Wumpus;1;Hunted Wumpus;40h;5;7;0;4;3;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;211;Creature — Beast;When Hunted Wumpus comes into play, each other player may put a creature card from his or her hand into play.;Just one can feed a dozen people for a month.;;;;;
1060;Index;1;Index;40h;2;6;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Look at the top five cards of your library, then put them back in any order.;"""Let’s see... Mercadia, mercenary, merfolk... you know, I really need a better filing system.""";;;;;
1061;Inspiration;1;Inspiration;40h;2;3;6;1;3;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Target player draws two cards.;Madness and genius are separated only by degrees of success.;;;;;
1062;Intrepid Hero;1;Intrepid Hero;40h;8;7;0;2;2;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;211;Creature — Soldier;|T: Destroy target creature with power 4 or greater.;A fool knows no fear. A hero shows no fear.;;;;;
1063;Intruder Alarm;1;Intruder Alarm;40h;2;2;11;2;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;Creatures don’t untap during their controllers’ untap steps.\nWhenever a creature comes into play, untap all creatures.;One footstep among many is silent. One footstep alone is deafening.;;;;;
1064;Ivory Mask;0;Ivory Mask;40h;8;2;0;2;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;You can’t be the target of spells or abilities.;Made from its wearer’s hopes, the mask ensures that those hopes will be fulfilled.;;;;;
1065;Larceny;1;Larceny;40h;1;2;5;2;3;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;Whenever a creature you control deals combat damage to a player, that player discards a card from his or her hand.;Opportunity makes the thief.\n—Roman proverb;;;;;
1066;Lava Axe;1;Lava Axe;40h;7;6;4;1;4;0;0;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Lava Axe deals 5 damage to target player.;"""Catch!""";;;;;
1067;Lava Hounds;1;Lava Hounds;40h;7;7;0;2;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;4;4;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;225;211;Creature — Hound;Haste\nWhen Lava Hounds comes into play, it deals 4 damage to you.;;;;;;
1068;Lesser Gargadon;1;Lesser Gargadon;40h;7;7;0;4;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;211;Creature — Beast;Whenever Lesser Gargadon attacks or blocks, sacrifice a land.;"""In some cultures, elephants are ridden by those in power. I don’t think a mere elephant would even be noticed in Keld.""\n—Onean sergeant";;;;;
1069;Lhurgoyf;1;Lhurgoyf;40h;5;7;0;2;2;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;100;101;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;226;211;Creature — Lhurgoyf;Lhurgoyf's power is equal to the number of creature cards in all graveyards and its toughness is equal to that number plus 1.;"""Ach! Hans, run! It’s the lhurgoyf!""\n—Saffi Eriksdotter, last words";;Invisible Effect;Lhurgoyf's power is equal to the number of creature cards in all graveyards and its toughness is equal to that number plus 1.;;
1070;Lightning Blast;1;Lightning Blast;40h;7;3;4;4;3;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Lightning Blast deals 4 damage to target creature or player.;"""Those who fear the darkness have never seen what the light can do.""\n—Selenia, dark angel";;;;;
1071;Lightning Elemental;1;Lightning Elemental;40h;7;7;0;1;3;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;4;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;65;211;Creature — Elemental;Haste;“A flash of the lightning, a break of the wave, He passes from life to his rest in the grave.”\n—William Knox, “Mortality”;;;;;
1072;Living Terrain;0;Living Terrain;40h;5;2;0;4;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;211;Enchant Land;Enchanted land is a 5/6 |Sgreen Treefolk creature that's still a land.;Some warriors walk the earth. Others are born of it.;;Invisible Effect;Enchanted land is a 5/6 |Sgreen Treefolk creature that's still a land.;;
1073;Llanowar Behemoth;1;Llanowar Behemoth;40h;5;7;12;4;3;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;4;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;227;211;Creature — Behemoth;Tap an untapped creature you control: Llanowar Behemoth gets +1/+1 until end of turn.;"“Most people can’t build decent weapons out of stone or steel. Trust the elves to do it with only mud and vines.""\n—Gerrard of the Weatherlight";;PowerUp Effect;Llanowar Behemoth gets +|n/+|n until end of turn.;;
1074;Lone Wolf;0;Lone Wolf;40h;5;7;0;1;2;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;211;Creature — Wolf;You may have Lone Wolf deal its combat damage to defending player as though it weren’t blocked.;A wolf without a pack is either a survivor or a brute.;;;;;
1075;Looming Shade;1;Looming Shade;40h;1;7;12;1;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;164;211;Creature — Shade;|B: Looming Shade gets +1/+1 until end of turn. ;On darkness feeding, in nightmares breeding.;;PowerUp Effect;Looming Shade gets +|n/+|n until end of turn.;;
1076;Lord of the Undead;0;Lord of the Undead;40h;1;7;0;2;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;211;Creature — Lord;All Zombies get +1/+1.\n|1|B, |T: Return target Zombie card from your graveyard to your hand.;“I confer with Death itself. What could you possibly do to injure me?”;;;;;
1077;Maggot Carrier;1;Maggot Carrier;40h;1;7;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;211;Creature — Zombie;When Maggot Carrier comes into play, each player loses 1 life.;"“We do not suddenly fall on death, but advance towards it by slight degrees; we die every day.”\n—Seneca, Epistles, trans. Gummere";;;;;
1078;Mana Leak;1;Mana Leak;40h;2;4;3;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Counter target spell unless its controller pays |3.;The fatal flaw in every plan is the assumption that you know more than your enemy.;;;;;
1079;Maro;1;Maro;40h;5;7;0;2;2;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;100;100;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;65;211;Creature — Elemental;Maro’s power and toughness are each equal to the number of cards in your hand.;No two see the same Maro.;;Invisible Effect;Maro’s power and toughness are each equal to the number of cards in your hand.;;
1080;Master Decoy;1;Master Decoy;40h;8;7;0;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;211;Creature — Soldier;|W, |T: Tap target creature.;A skilled decoy can throw your enemies off your trail.\nA master decoy can survive to do it again.;;;;;
1081;Master Healer;1;Master Healer;40h;8;7;8;2;4;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;211;Creature — Cleric;|T: Prevent the next 4 damage that would be dealt to target creature or player this turn.;Her heart holds the pain of every soldier she’s ever healed.;;;;;
1082;Megrim;1;Megrim;40h;1;2;0;4;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;Whenever an opponent discards a card from his or her hand, Megrim deals 2 damage to that player.;Memories cut from the mind can cut right back.;;;;;
1083;Merchant of Secrets;1;Merchant of Secrets;40h;2;7;0;1;2;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;211;Creature — Wizard;When Merchant of Secrets comes into play, draw a card.;To scrape out a living in Aphetto, wizards are reduced to selling rumors, lies, forgeries, or—if they get desperate enough—the truth.;;;;;
1084;Merchant Scroll;1;Merchant Scroll;40h;2;6;0;4;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Search your library for a |Sblue instant card, reveal that card, and put it into your hand. Then shuffle your library.;Lat-Nam wizards trade knowledge on scrolls made of magic so they can better guard against thieves and spies.;;;;;
1085;Might of Oaks;1;Might of Oaks;40h;5;3;0;2;3;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;7;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Target creature gets +7/+7 until end of turn.;"""Guess where I’m gonna plant this!""";;PowerUp Effect;Target creature gets +7/+7 until end of turn.;;
1086;Mind Bend;0;Mind Bend;40h;2;4;0;2;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;"Change the text of target permanent by replacing all instances of one color word with another or one basic land type with another. (For example, you may change ""nonblack creature"" to ""nongreen creature"" or ""forestwalk"" to ""plainswalk."" This effect doesn't end at end of turn.)";;;;;;
1087;Mind Rot;1;Mind Rot;40h;1;6;5;1;2;1;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Target player discards two cards from his or her hand.;What wizards fear most is losing their minds.;;;;;
1088;Mind Slash;1;Mind Slash;40h;1;2;5;1;1;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;|B, Sacrifice a creature: Target opponent reveals his or her hand. Choose a card from it. That player discards that card. Play this ability only any time you could play a sorcery.;“I can’t think with all that screaming.”;;;;;
1089;Mind Sludge;1;Mind Sludge;40h;1;6;5;4;4;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;211;211;Sorcery;Target player discards a card from his or her hand for each |H2Swamp you control.;When you get into the swamp, the swamp gets into you.;;;;;
1090;Mogg Sentry;1;Mogg Sentry;40h;7;7;0;2;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;86;211;Creature — Goblin;Whenever an opponent plays a spell, Mogg Sentry gets +2/+2 until end of turn.;Tortured with magic by their masters, the moggs are enflamed by the smell of sorcery.;;PowerUp Effect;Mogg Sentry gets +|n/+|n until end of turn.;;
1091;Monstrous Growth;1;Monstrous Growth;40h;5;6;0;1;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;4;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Target creature gets +4/+4 until end of turn.;Get in touch with your inner monster.;;PowerUp Effect;Target creature gets +4/+4 until end of turn.;;
