Card#;Unknown;Card Name;Card ID;Card Type;Special Type;Color;Colored Cost;Colorless Cost;Unused;Power;Toughness;Unused;Code Reference;Abilities 1;Abilities 2;Abilities 3;Abilites 4;Type 1;Type 2;Type 3;Type 4;Unknown;When to Play;Edition;Unused;Rating
10530;0x00;Verdant Catacombs;10706;0b00000001;0xFF;0b00000001;0;0;0x00;0;0;0x00;0x02001989;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10010001;0b00000000;0x00;2
10531;0x00;Verdant Embrace;8719;0b00000100;0xFF;0b00001000;2;3;0x00;0;0;0x00;0x02007159;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10532;0x00;Verdant Force;3323;0b00000010;0xFF;0b00001000;3;5;0x00;7;7;0x00;0x02003581;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;2
10533;0x00;Verdant Haven;13093;0b00000100;0xFF;0b00001000;1;2;0x00;0;0;0x00;0x02009A12;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10534;0x00;Verdant Succession;5747;0b00000100;0xFF;0b00001000;1;4;0x00;0;0;0x00;0x02008ED2;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10535;0x00;Verdeloth the Ancient;5174;0b00000010;0x0E;0b00001000;2;4;0x00;4;7;0x00;0x02008A18;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10536;0x00;Verduran Emissary;5175;0b00000010;0xFF;0b00001000;1;2;0x00;2;3;0x00;0x02008A1D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10537;0x00;Verduran Enchantress;262;0b00000010;0xFF;0b00001000;2;1;0x00;0;2;0x00;0x0200C168;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;-1
10538;0x00;Vermiculos;6824;0b00000010;0xFF;0b00000010;1;4;0x00;1;1;0x00;0x02005403;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10539;0x00;Vernal Bloom;1182;0b00000100;0xFF;0b00001000;1;3;0x00;0;0;0x00;0x020039FF;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10540;0x00;Vertigo Spawn;8156;0b00000010;0xFF;0b00000100;1;1;0x00;0;3;0x00;0x02006C9F;0b00000000;0b00000000;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10541;0x00;Vessel of Endless Rest;12502;0b01000000;0xFF;0b00111111;0;3;0x00;0;0;0x00;0x02005EC6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
10542;0x00;Vesuva;8720;0b00000001;0xFF;0b00000001;0;0;0x00;0;0;0x00;0x02002EB0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10543;0x00;Vesuvan Doppelganger;263;0b00000010;0xFF;0b00000100;2;3;0x01;16384;16384;0x00;0x0200BACE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;3
10544;0x00;Vesuvan Shapeshifter;8721;0b00000010;0xFF;0b00000100;2;3;0x01;16384;16384;0x01;0x02003F77;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;3
10545;0x00;Veteran Armorer;1494;0b00000010;0xFF;0b00100000;1;1;0x00;2;2;0x00;0x0200CE2E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;1
10546;0x00;Veteran Armorsmith;10481;0b00000010;0xFF;0b00100000;2;0;0x00;2;3;0x00;0x0200178B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;1
10547;0x00;Veteran Bodyguard;264;0b00000010;0xFF;0b00100000;2;3;0x00;2;5;0x00;0x0200C16D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
10548;0x00;Veteran Brawlers;4907;0b00000010;0xFF;0b00010000;1;1;0x00;4;4;0x00;0x020087C5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10549;0x00;Veteran Cavalier;4367;0b00000010;0xFF;0b00100000;2;0;0x00;2;2;0x00;0x0200C122;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10550;0x00;Veteran Explorer;3063;0b00000010;0xFF;0b00001000;1;0;0x00;1;1;0x00;0x02003383;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;1
10551;0x00;Veteran Swordsmith;10482;0b00000010;0xFF;0b00100000;1;2;0x00;3;2;0x00;0x02001790;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;1
10552;0x00;Veteran's Armaments;9454;0b01000000;0xFF;0b00000001;0;2;0x00;0;0;0x00;0x02007C26;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
10553;0x00;Vex;6988;0b00100000;0xFF;0b00000100;1;2;0x00;0;0;0x00;0x02005890;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
10554;0x00;Vexing Arcanix;1183;0b01000000;0xFF;0b00000001;0;4;0x00;0;0;0x00;0x02005039;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;1
10555;0x00;Vexing Devil;12503;0b00000010;0xFF;0b00010000;1;0;0x00;4;3;0x00;0x02005B56;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10556;0x00;Vexing Shusher;9711;0b00000010;0x03;0b00011000;2;0;0x01;2;2;0x01;0x0200B4B1;0b00000000;0b00000000;0b00000000;0b00000000;0b00000010;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10557;0x00;Vexing Sphinx;8467;0b00000010;0xFF;0b00000100;2;1;0x00;4;4;0x00;0x0200222B;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
10558;0x00;Vhati il-Dal;3325;0b00000010;0x0E;0b00001010;2;2;0x00;3;3;0x00;0x02003586;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;2
10559;0x00;Vial of Poison;13357;0b01000000;0xFF;0b00000001;0;1;0x00;0;0;0x00;0x0200AC46;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;0
10560;0x00;Viashino Cutthroat;1697;0b00000010;0xFF;0b00010000;2;2;0x00;5;3;0x00;0x0200A359;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;2
10561;0x00;Viashino Fangtail;7999;0b00000010;0xFF;0b00010000;2;2;0x00;3;3;0x00;0x0200C0C3;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10562;0x00;Viashino Firstblade;13242;0b00000010;0xFF;0b00110000;2;1;0x00;2;2;0x00;0x0200A665;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10563;0x00;Viashino Heretic;4081;0b00000010;0xFF;0b00010000;1;2;0x00;1;3;0x00;0x02003AF9;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
10564;0x00;Viashino Racketeer;12866;0b00000010;0xFF;0b00010000;1;2;0x00;2;1;0x00;0x02007663;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10565;0x00;Viashino Sandstalker;1184;0b00000010;0xFF;0b00010000;2;1;0x00;4;2;0x00;0x0200A359;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;2
10566;0x00;Viashino Shanktail;13094;0b00000010;0xFF;0b00010000;1;3;0x04;3;1;0x00;0x0200999A;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10567;0x00;Viashino Spearhunter;10483;0b00000010;0xFF;0b00010000;1;2;0x00;2;1;0x00;0x401000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10568;0x00;Viashino Warrior;2650;0b00000010;0xFF;0b00010000;1;3;0x00;4;2;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10569;0x00;Viashivan Dragon;2806;0b00000010;0xFF;0b00011000;4;2;0x00;4;4;0x00;0x0200324D;0b00100000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0b00000000;0b00000001;0b00000000;0b01001000;0b00000000;0x00;1
10570;0x00;Vibrating Sphere;2146;0b01000000;0xFF;0b00000001;0;4;0x00;0;0;0x00;0x02009CDD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10571;0x00;Vicious Hunger;1185;0b00001000;0xFF;0b00000010;2;0;0x00;0;0;0x00;0x0200576E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;1
10572;0x00;Vicious Kavu;5177;0b00000010;0xFF;0b00010010;2;1;0x00;2;2;0x00;0x0200968E;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10573;0x00;Vicious Shadows;10095;0b00000100;0xFF;0b00010000;1;6;0x00;0;0;0x00;0x02008298;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10574;0x00;Victim of Night;12116;0b00010000;0xFF;0b00000010;2;0;0x00;0;0;0x00;0x02004AE4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;3
10575;0x00;Victimize;3949;0b00001000;0xFF;0b00000010;1;2;0x00;0;0;0x00;0x0200211D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
10576;0x00;Victorious Destruction;11707;0b00001000;0xFF;0b00010000;1;4;0x00;0;0;0x00;0x020047D3;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;3
10577;0x00;Victory's Herald;11550;0b00000010;0xFF;0b00100000;3;3;0x00;4;4;0x00;0x02002C35;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;2
10578;0x00;Victual Sliver;3448;0b00000010;0xFF;0b00101000;2;0;0x00;2;2;0x00;0x02003739;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10579;0x00;Vigean Graftmage;8315;0b00000010;0xFF;0b00000100;1;2;0x00;0;0;0x00;0x02006E93;0b00000000;0b00000000;0b00000000;0b00000000;0b00100001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;0
10580;0x00;Vigean Hydropon;8316;0b00000010;0xFF;0b00001100;2;1;0x00;0;0;0x00;0x02006E98;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10581;0x00;Vigil for the Lost;11404;0b00000100;0xFF;0b00100000;1;3;0x00;0;0;0x00;0x0200444F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
10582;0x00;Vigilant Martyr;2651;0b00000010;0xFF;0b00100000;1;0;0x00;1;1;0x00;0x02009EB8;0b00000000;0b00000000;0b00000000;0b00000000;0b00000011;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10583;0x00;Vigilante Justice;12504;0b00000100;0xFF;0b00010000;1;3;0x00;0;0;0x00;0x02005E21;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10584;0x00;Vigor;9297;0b00000010;0xFF;0b00001000;3;3;0x00;6;6;0x00;0x02007A9B;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10585;0x00;Vigor Mortis;8001;0b00001000;0xFF;0b00000010;2;2;0x01;0;0;0x01;0x02006AE2;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10586;0x00;Vigorous Charge;5178;0b00010000;0xFF;0b00001000;1;0;0x00;0;0;0x00;0x02008A27;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;0
10587;0x00;Vile Consumption;5179;0b00000100;0xFF;0b00000110;2;1;0x00;0;0;0x00;0x02008A2C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10588;0x00;Vile Rebirth;12635;0b00010000;0xFF;0b00000010;1;0;0x00;0;0;0x00;0x020068AD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000011;0b00000000;0x00;0
10589;0x00;Vile Requiem;3950;0b00000100;0xFF;0b00000010;2;2;0x00;0;0;0x00;0x02003A04;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
10590;0x00;Village Bell-Ringer;12117;0b00010010;0xFF;0b00100000;1;2;0x00;1;4;0x00;0x02004ABC;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
10591;0x00;Village Cannibals;12118;0b00000010;0xFF;0b00000010;1;2;0x00;2;2;0x00;0x02004AE9;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
10592;0x00;Village Elder;2652;0b00000010;0xFF;0b00001000;1;0;0x00;1;1;0x00;0x02009EBD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10593;0x00;Village Ironsmith;12119;0b00000010;0xFF;0b00010000;1;1;0x0C;1;1;0x00;0x020048F0;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
10594;0x00;Village Survivors;12287;0b00000010;0xFF;0b00001000;1;4;0x00;4;5;0x00;0x02004F35;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10595;0x00;Villagers of Estwald;12121;0b00000010;0xFF;0b00001000;1;2;0x0C;2;3;0x00;0x020048F0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
10596;0x00;Villainous Ogre;7423;0b00000010;0xFF;0b00000010;1;2;0x00;3;2;0x00;0x0200615F;0b00000000;0b00000010;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10597;0x00;Villainous Wealth;14423;0b00001000;0xFF;0b00001110;3;255;0x01;0;0;0x00;0x0200D199;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10598;0x00;Vindicate;1302;0b00001000;0xFF;0b00100010;2;1;0x00;0;0;0x00;0x0200C1E5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;-1
10599;0x00;Vine Dryad;4648;0b00010010;0xFF;0b00001000;1;3;0x01;1;3;0x01;0x020022C6;0b00000100;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
10600;0x00;Vine Trellis;1186;0b00000010;0xFF;0b00001000;1;1;0x00;0;4;0x00;0x0200ABC9;0b00000000;0b00000000;0b10000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;1
10601;0x00;Vinelasher Kudzu;8003;0b00000010;0xFF;0b00001000;1;1;0x00;1;1;0x00;0x02006AE7;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10602;0x00;Vines of Vastwood;10707;0b00010000;0xFF;0b00001000;1;0;0x00;0;0;0x00;0x02001A5B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;3
10603;0x00;Vineweft;14196;0b00000100;0xFF;0b00001000;1;0;0x09;0;0;0x00;0x0200CB04;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10604;0x00;Violent Eruption;5897;0b00010000;0xFF;0b00010000;3;1;0x0B;0;0;0x00;0x02009030;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
10605;0x00;Violent Outburst;10372;0b00010000;0xFF;0b00011000;2;1;0x01;0;0;0x01;0x02002A05;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;1
10606;0x00;Violent Ultimatum;10096;0b00001000;0xFF;0b00011010;7;0;0x00;0;0;0x00;0x02001FD8;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
10607;0x00;Viper's Kiss;13592;0b00000100;0xFF;0b00000010;1;0;0x00;0;0;0x00;0x0200AF48;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10608;0x00;Viral Drake;11708;0b00000010;0xFF;0b00000100;1;3;0x00;1;4;0x00;0x02004800;0b00100000;0b00000000;0b00000000;0b00100000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;2
10609;0x00;Viridian Acolyte;6989;0b00000010;0xFF;0b00001000;1;0;0x00;1;1;0x00;0x02002F6E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00010000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10610;0x00;Viridian Betrayers;11709;0b00000010;0xFF;0b00001000;2;1;0x00;3;1;0x00;0x020047D8;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;-1
10611;0x00;Viridian Claw;11551;0b01000000;0xFF;0b00000001;0;2;0x00;0;0;0x00;0x0200460C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;2
10612;0x00;Viridian Corrupter;11552;0b00000010;0xFF;0b00001000;2;1;0x00;2;2;0x00;0x020011A5;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;1
10613;0x00;Viridian Emissary;11553;0b00000010;0xFF;0b00001000;1;1;0x00;2;1;0x00;0x02002BA4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10614;0x00;Viridian Harvest;11710;0b00000100;0xFF;0b00001000;1;0;0x00;0;0;0x00;0x020047DD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
10615;0x00;Viridian Joiner;6825;0b00000010;0xFF;0b00001000;1;2;0x00;1;2;0x00;0x02005408;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10616;0x00;Viridian Revel;11405;0b00000100;0xFF;0b00001000;2;1;0x00;0;0;0x00;0x02004454;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
10617;0x00;Viridian Shaman;1611;0b00000010;0xFF;0b00001000;1;2;0x00;2;2;0x00;0x020011A5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;1
10618;0x00;Viridian Zealot;6990;0b00000010;0xFF;0b00001000;2;0;0x00;2;1;0x00;0x02005895;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11001000;0b00000000;0x00;0
10619;0x00;Virulent Sliver;9050;0b00000010;0xFF;0b00001000;1;0;0x00;1;1;0x00;0x02001D62;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
10620;0x00;Virulent Swipe;11077;0b00010000;0xFF;0b00000010;1;0;0x01;0;0;0x00;0x02008685;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;0
10621;0x00;Virulent Wound;11554;0b00010000;0xFF;0b00000010;1;0;0x00;0;0;0x00;0x02004611;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;3
10622;0x00;Visara the Dreadful;1226;0b00000010;0x0E;0b00000010;3;3;0x00;5;5;0x00;0x0200BAB5;0b00100000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
10623;0x00;Viscera Dragger;10097;0b00000010;0x02;0b00000010;1;3;0x04;3;3;0x00;0x020021D6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00011000;0b00000000;0x00;0
10624;0x00;Viscera Seer;11187;0b00000010;0xFF;0b00000010;1;0;0x00;1;1;0x00;0x020027A8;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;1
10625;0x00;Viseling;4786;0b01000010;0xFF;0b00000001;0;4;0x00;2;2;0x00;0x0200BEBB;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10626;0x00;Vish Kal, Blood Arbiter;11765;0b00000010;0x0E;0b00100010;3;4;0x00;5;5;0x00;0x02003D1A;0b00100000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;3
10627;0x00;Vision Skeins;8318;0b00010000;0xFF;0b00000100;1;1;0x00;0;0;0x00;0x02006E9D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10628;0x00;Visions;837;0b00001000;0xFF;0b00100000;1;0;0x00;0;0;0x00;0x0200C514;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;-1
10629;0x00;Visions of Beyond;11865;0b00010000;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x02004058;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;3
10630;0x00;Vital Splicer;11711;0b00000010;0xFF;0b00001000;1;3;0x00;1;1;0x00;0x020037DE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111001;0b00000000;0x00;1
10631;0x00;Vitalize;3064;0b00010000;0xFF;0b00001000;1;0;0x00;0;0;0x00;0x02009FDA;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000011;0b00000000;0x00;0
10632;0x00;Vitalizing Cascade;1693;0b00010000;0xFF;0b00101000;2;255;0x00;0;0;0x00;0x02006EBB;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;3
